"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"CB ADRIATIC",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-12 01:31:00","1d 5h 38m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,255806262,9851696,10.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"HAFNIA HANDY POOL",,,DENMARK,"BUTTNER CARL GMBH & CO KG",,,GERMANY,,,,,"BUTTNER CARL GMBH & CO KG",,,GERMANY,,,,,"JIANGSU HANTONG SHIP HEAVY INDUSTRY",,TONGZHOU,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,37836,,,-
BOWMORE,DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-01-12 00:51:00","1d 17h 22m","TAMAN ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636021156,9858797,9.0,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,UNKNOWN,,,,UNKNOWN,,,,,,,,"BERNHARD SCHULTE SINGAPORE",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"FUJIAN MAWEI SHIPBUILDING",maweisbd@public.fz.fj.cn,MAWEI,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,34752,,,-
"CE BERMUDA",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-12 00:47:00","1d 8h 4m",CONSTANTA,RO,ROCND,,,,-,,,-,,Laden,"Not in Transit",,538008331,9411226,16.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"CENTROFIN MANAGEMENT INC",centrofin@centrofin.gr,,GREECE,"MARINE TRUST LTD",,,GREECE,,,,,"MARINE TRUST LTD",,,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"HYUNDAI SAMHO MOKPO SHIPYARD",,MOKPO,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",158143,,,-
ZAGARA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 23:50:00","1d 15h 13m",CONSTANTA,RO,ROCND,,,,-,,,-,,Laden,"Not in Transit",,247382400,9231171,9.6,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"MARWAVE SHIPMANAGEMENT SRL",info@marwave.nl,,ITALY,"PINTAIL BV",,,NETHERLANDS,,,,,"MARWAVE SHIPMANAGEMENT SRL",info@marwave.nl,,ITALY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"STX SHIPBUILDING BUSAN",,BUSAN,"SOUTH KOREA","REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",37320,,,-
SEAVELVET,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 23:48:00","17h 43m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215514000,9843211,13.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENMARIS ",,,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,111964,,,-
FLURA,DEPARTURE,Port,YEYSK,RU,RUYEY,"2022-01-11 23:18:00","2d 3h 29m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,273318520,9354636,4.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,,,,,"SEVERTRANSBUNKER CO LTD",,,RUSSIA,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"TERSAN SHIPYARD",tersan@tersan.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,6526,,,-
"VF TANKER 11",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2022-01-11 23:14:00","1d 20h 1m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273357860,9645009,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,6980,,,-
MIKINES,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 20:04:00","1d 9h 32m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,259077000,9235892,15.2,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CHEMIKALIEN SEETRANSPORT & CO",office@cstshipping.com,,GERMANY,UNKNOWN,,,,,,,,"CHEMIKALIEN SEETRANSPORT & CO",office@cstshipping.com,,GERMANY,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SUMITOMO HEAVY INDUSTRIES",tky_yamanouchi@shi.co.jp,YOKOSUKA,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"DIESEL UNITED",,TOKYO,JAPAN,106208,,,-
"VF TANKER 3",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 17:51:00","1d 9h 25m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273353450,9640516,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,7004,,,-
"NS LEADER",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 16:01:00","17h 53m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636013272,9339301,13.4,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"SAMSUNG SHIPBUILDING  HEAVY INDUSTRIES",isnam@samsung.co.kr,GEOJE,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"BW DIESEL",,COPENHAGEN,DENMARK,115857,,,-
"MEKHANIK ANTONOV",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-01-11 15:06:00",50m,,,,,,,-,,,-,,Laden,"In Transit",,273351320,9598359,3.8,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,5536,,,-
"STAVANGER TS",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-11 14:47:00","1d 13h 21m","LE HAVRE",FR,FRLEH,,,,-,,,-,,Laden,"Not in Transit",,248022000,9737395,14.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"EQUINOR ASA",,,NORWAY,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,,,,,"DAEWOO MANGALIA HEAVY INDUSTRIES",dmhi@dmhi.ct.ro,MANGALIA,ROMANIA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,113004,,,-
"SVYATOI KNYAZ VLADIMIR",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-01-11 14:19:00","2d 11h 37m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273398850,9838864,4.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,VOLGOTRANS,vt@volgotrans.com,SAMARA,RUSSIA,VOLGOTRANS,vt@volgotrans.com,SAMARA,RUSSIA,,,,,,,,,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,,,,,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,,,,,6586,,,-
"MEKHANIK BELOV",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-01-11 13:55:00",20m,,,,,,,-,,,-,,Laden,"In Transit",,273352320,9598361,3.8,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,5530,,,-
"VF TANKER 17",DEPARTURE,Port,YEYSK,RU,RUYEY,"2022-01-11 13:44:00","2d 7h 38m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,273355680,9645061,4.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,7013,,,-
"NIKOLAY SHALAVIN",DEPARTURE,Port,VANINO,RU,RUVNN,"2022-01-11 12:42:00","1d 2h 40m","SOVGAVAN ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273359970,9217321,6.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"ODESSA TANKER CO",trbug@transbunker.com,,UKRAINE,"ODESSA TANKER CO",trbug@transbunker.com,,UKRAINE,,,,,,,,,"VSK INSURANCE GROUP",,MOSCOW,RUSSIA,"CELIK TEKNE SHIPYARD",info@celiktekne.com.tr,ISTANBUL,TURKEY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,5500,,,-
"SCF ANADYR",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 11:52:00","1d 21h 10m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636017655,9397547,11.5,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"STX OFFSHORE & SHIPBUILDING JINHAE SHIPYARD",sales@onestx.com,JINHAE,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",50973,,,-
ODIN,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 11:23:00","12h 43m","ST PETERSBURG ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273426280,9151890,7.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,KONTURSPB,,,RUSSIA,KONTURSPB,,,RUSSIA,,,,,KONTURSPB,,,RUSSIA,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"QIUXIN SHIPYARD",business@qiuxin.com.cn,SHANGHAI,CHINA,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"WARTSILA NETHERLANDS",,,NETHERLANDS,8269,,,-
"ARTEMIS VOYAGER",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 09:43:00","20h 16m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000903,9878905,15.2,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"CHEVRON CORP",,,U.S.A.,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"CHEVRON TRANSPORT CORPORATION LTD",,,BERMUDA,,,,,,,,,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,157803,,,-
"PHOENIX AN",DEPARTURE,Port,TUAPSE,RU,RUTUA,"2022-01-11 09:37:00","1d 11h 49m","KORFEZ ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,229357000,9299496,10.6,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",HANDYSIZE,,,,,"MARE APOLLON SHIPPING LTD",,ATHENS,GREECE,,,,,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GUANGZHOU INTERNATIONAL SHIPYARD",gsi@chinagsi.com,GUANGZHOU,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,"HUDONG HEAVY MACHINERY",web@ahhudong.com,ANHUI,CHINA,38512,,,-
"VF TANKER 12",DEPARTURE,Port,TEMRYUK,RU,RUTMR,"2022-01-11 09:30:00","3d 1h 7m","TEMRYUK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273358170,9645011,4.2,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,7025,,,-
"TYRRHENIAN SEA",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 09:14:00","1d 10h 41m","UST-LUGA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,636019072,9829100,14.4,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",AFRAMAX/LR2,"EASTERN PACIFIC SHIPPING PTE LTD",,SINGAPORE,SINGAPORE,"EASTERN PACIFIC SHIPPING PTE LTD",,SINGAPORE,SINGAPORE,,,,,"EASTERN PACIFIC SHIPPING PTE LTD",,SINGAPORE,SINGAPORE,,,,,"HANJIN SUBIC SHIPYARD",,OLONGAPO,PHILIPPINES,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,114218,,,-
RUBINO,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 08:34:00","3d 23h 26m","UST-LUGA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,247422700,9474450,6.5,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"FINBETA SPA",operations@finbeta.com,,ITALY,"APUANA SHIPPING LTD",,SAVONA,ITALY,,,,,"FINBETA SPA",operations@finbeta.com,,ITALY,"THE WEST OF ENGLAND SHIPOWNERS",mail@westpandi.com,LONDON,U.K.,"TURKTER SHIPYARD",turkter-shipyard@sadikogugroup.com,ISTANBUL,TURKEY,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"MAN DIESEL  TURBO",,,GERMANY,11161,,,-
"NIKOLAY VELIKIY",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 06:34:00","3d 15h 15m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273427090,9766085,5.2,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"INTERBUNKER ASSETS LTD",,,CYPRUS,"INTERBUNKER ASSETS LTD",,,CYPRUS,,,,,"INMORTERMINAL LLC",,,RUSSIA,,,,,"SHEN FEI SHIPBUILDING",,RONGCHENG,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",6166,,,-
PUROVSKY,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2022-01-11 04:57:00","6d 15h 43m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,477150600,9740471,14.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",AFRAMAX/LR2,"GOLDEN TANKER HOLDINGS LTD",,,"HONG KONG (CHINA)","GOLDEN TANKER HOLDINGS LTD",,,"HONG KONG (CHINA)",,,,,"ANGLOEASTERN SHIPMANAGEMENT SINGAPORE PTD LED",,SINGAPORE,SINGAPORE,,,,,"BEIHAI SHIPBUILDING HEAVY INDUSTRY",bhrepair@public.qd.sd.cn,QINGDAO,CHINA,"CHINA CLASSIFICATION SOCIETY",ccs@ccs.org.cn,BEIJING,CHINA,"DALIAN MARINE DIESEL",,DALIAN,CHINA,109980,,,-
"SOUTHERN ROUSE",DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2022-01-11 04:31:00","1d 3h 58m","YEOSU ANCH",KR,,,,,-,,,-,,Laden,"Not in Transit",,374849000,9783928,14.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"N2 TANKERS",,,NETHERLANDS,"NISSEN KAIUN KK",,TOKYO,JAPAN,,,,,"SYNERGY MARITIME PVT LTD",mail@synergyship.com,,INDIA,,,,,"TSUNEISHI SHIPBUILDING",info@ts.tsuneishi.co.jp,FUKUYAMA,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,MITSUI,,,JAPAN,108467,,,-
"NAVE ARIADNE",DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-01-11 03:45:00","2d 9h 42m","BOSPHORUS N ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,319768000,9301964,12.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",PANAMAX/LR1,"NAVIG8 GROUP",ops@naviggroup.com,,U.K.,"NAVIOS MARITIME ACQUISITION CORP NNA",,,GREECE,,,,,"NAVIOS TANKERS MGT INC",,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"STX OFFSHORE & SHIPBUILDING JINHAE SHIPYARD",sales@onestx.com,JINHAE,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",74875,,,-
HUEY,DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2022-01-11 02:55:00","1d 2h 59m","HARWICH ANCH",GB,,,,,-,,,-,,Laden,"Not in Transit",,538008324,9347308,11.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"TUFTON OCEANIC LTD",,,U.K.,,,,,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"BW DIESEL",,COPENHAGEN,DENMARK,37304,1819,,-
NORDBAY,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-11 02:46:00","15h 8m",BURGAS,BG,BGBOJ,,,,-,,,-,,Laden,"Not in Transit",,255806172,9319870,11.3,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"N2 TANKERS",,,NETHERLANDS,"REEDEREI NORD GMBH",,,GERMANY,,,,,"REEDEREI NORD GMBH",,,GERMANY,"ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"JMU TSU SHIPYARD",,TSU,JAPAN,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,SULZER,,WINTERTHUR,SWITZERLAND,116104,,,-
SALACGRIVA,DEPARTURE,Port,VYSOTSK,RU,RUVYS,"2022-01-11 01:21:00","1d 8h 58m","DUNKERQUE ANCH",FR,,,,,-,,,-,,Laden,"Not in Transit",,538002778,9323390,12.2,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,MANSEL,,,NETHERLANDS,"LATVIAN SHIPPING CO",lsc@lscgroup.lv,,LATVIA,,,,,"LSC SHIPMANAGEMENT SIA",,,LATVIA,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"3 MAJ SHIPBUILDING INDUSTRY",salesdpt@3maj.hr,RIJEKA,CROATIA,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"3 MAJ ENGINES  CRANES",,RIJEKA,CROATIA,52620,,,-
"AVRORA REGUL",DEPARTURE,Port,AZOV,RU,RUAZO,"2022-01-10 23:50:00",50m,,,,,,,-,,,-,,Laden,"In Transit",,273433680,9300350,3.7,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"NAVIGATOR LCC",,,RUSSIA,"ARMATOR CO LTD",,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,5600,,,-
SEAFAITH,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2022-01-10 23:23:00","18h 11m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,215515000,9843209,13.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CHEVRON CORP",,,U.S.A.,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,,,,,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,,,,,111650,,,-
"MIDVOLGA 1",DEPARTURE,Port,TAGANROG,RU,RUTAG,"2022-01-10 22:57:00","18h 36m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273355380,9648221,3.6,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"SREDNE VOLZHSKAYA SUDOKHODNAYA",,TOLYATTI,RUSSIA,"SREDNE VOLZHSKAYA SUDOKHODNAYA",,TOLYATTI,RUSSIA,,,,,,,,,,,,,"ASPO LOTOS",,NARIMANOV,RUSSIA,,,,,"CKD PRAGUE",,PRAGUE,"CZECH REPUBLIC",5335,,,-
"RIDGEBURY LINDY B",DEPARTURE,Port,TAMAN,RU,RUTAM,"2022-01-10 21:39:00","3d 6h 3m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,538005575,9296418,14.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"NAVIG8 GROUP",ops@naviggroup.com,,U.K.,"RIDGEBURY TANKERS",info@ridgeburytankers.com,,U.S.A.,,,,,"BERNHARD SCHULTE SINGAPORE",,SINGAPORE,SINGAPORE,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"JMU TSU SHIPYARD",,TSU,JAPAN,"LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"MAN DIESEL  TURBO",,,GERMANY,146356,,,-
