"Vessel Name","Port Call Type","Port Type","Port At Call","Port At Call Country","Port At Call Unlocode",Ata/atd,"Time At Port","Destination Port","Destination Port Country","Destination Port Unlocode","Voyage Origin Port","Origin Port Country","Origin Port Unlocode","Voyage Time Underway","Voyage Distance Travelled","Last Call","Leg Time Underway","Leg Distance Travelled","Load Condition","In Transit Port Calls","Last Call Atd",Mmsi,Imo,Draught,"Last Call Draught","Port Operation","Voyage Speed Average","Voyage Speed Max","Voyage Idle Time","Voyage Origin Port Atd","Voyage Origin Port Draught","Vessel Type - Generic","Vessel Type - Detailed","Commercial Market","Commercial Size Class",Manager,"Manager Email","Manager City","Manager Country",Owner,"Owner Email","Owner City","Owner Country","Financial Owner","Financial Owner Email","Financial Owner City","Financial Owner Country","Technical Manager","Technical Manager Email","Technical Manager City","Technical Manager Country",Insurer,"Insurer Email","Insurer City","Insurer Country",Builder,"Builder Email","Builder City","Builder Country","Class Society","Class Society Email","Class Society City","Class Society Country","Engine Builder","Engine Builder Email","Engine Builder City","Engine Builder Country","Capacity - Dwt","Capacity - Teu","Capacity - Liquid Gas","My Fleets"
"MONTE ULIA",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-11 18:01:00","20h 17m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,255806025,9803285,15.6,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"TOTAL GROUP CIE FRANCAISE DES PETROLES",,,FRANCE,"ONDIMAR TRANSPORTES MARITIMOS LDA",,,PORTUGAL,,,,,"IBAIZABAL TANKERS SL",imsadmin@ibaizabalms.com,,SPAIN,,,,,,,,,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",156424,,,-
"BUKHTA GERTNERA",DEPARTURE,Port,MAGADAN,RU,RUGDX,"2021-12-11 17:30:00","16h 10m","NAKHODKA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273218180,9183829,8.6,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"TEKHNOTEK LLC",,,RUSSIA,,,,,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GDYNIA SHIPYARD",mm@stocznia.gdynia.pl,GDYNIA,POLAND,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,CEGIELSKI,,POZNAN,POLAND,21852,,,-
"SHANDONG ZIHE",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2021-12-11 17:23:00","1d 6h 7m",VENTSPILS,LV,LVVNT,,,,-,,,-,,Laden,"Not in Transit",,477669300,9261657,10.4,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,TRAFIGURA,,,NETHERLANDS,"SHANDONG SHIPPING CORP",,QINGDAO,CHINA,,,,,"ANGLOEASTERN TANKER MANAGEMENT HONG KONG LTD",,,"HONG KONG (CHINA)","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"HSD ENGINE",service.engine@hsdengine.com,,"SOUTH KOREA",40059,,,-
"NAVIG8 AMESSI",DEPARTURE,Port,TAMAN,RU,RUTAM,"2021-12-11 16:33:00",6m,"ISTANBUL ANCH",TR,,,,,-,,,-,,"Partially Laden","Not in Transit",,538005779,9719745,7.5,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"NAVIG8 CHEMICALS ASIA PTE LTD",ops@navigchemicals.com,SINGAPORE,SINGAPORE,"SPDBFL NO TWENTY SHANGHAI",,SINGAPORE,SINGAPORE,"SPDB FINANCIAL LEASING CO LTD",,,CHINA,"SUNTECH SHIP MANAGEMENT PTE LTD",,SINGAPORE,SINGAPORE,"BRITANNIA STEAMSHIP INSURANCE ASSOCIATION LD",info@britanniapandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,38506,,,-
RUMFORD,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-11 15:59:00","2d 8h 52m","SKAGEN ANCH",DK,,,,,-,,,-,,Laden,"Not in Transit",,247314300,9473066,14.4,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"ST SHIPPING & TRANSPORT INC",operations@stshipping.com,,U.K.,"RIZZO BOTTIGLIERI DE CARLINI ARMATORI SPA",info@rbdarmatori.it,,ITALY,,,,,"RIZZO BOTTIGLIERI DE CARLINI ARMATORI SPA",info@rbdarmatori.it,,ITALY,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"TSUNEISHI TADOTSU FACTORY",info@ts.tsuneishi.co.jp,TADOTSU,JAPAN,"REGISTRO ITALIANO NAVALE",info@rina.org,GENOVA,ITALY,"MITSUI TAMANO ENGINEERING & SHIPBUILDING",,TAMANO,JAPAN,107505,,,-
"SEAWAY GATUN",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-11 15:45:00","2d 8h ","ISTANBUL ANCH",TR,,,,,-,,,-,,Laden,"Not in Transit",,636013112,9315939,11.5,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYMAX/MR,"NORIENT PRODUCT POOL APS",all@norientpool.com,,DENMARK,"INTERNATIONAL SEAWAYS INC",,,U.S.A.,"CAPITAL PRODUCT PARTNERS LP CPP",,,GREECE,"V SHIPS UK LTD",,,U.K.,"THE LONDON P & I CLUB",london@londonpandi.com,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,HYUNDAI,,,"SOUTH KOREA",47834,,,-
PETROGARUDA,DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2021-12-11 15:35:00","1d 8h 14m",LONGKOU,CN,CNLKU,,,,-,,,-,,Laden,"Not in Transit",,525107012,9248837,13.7,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"PT BUANA LINTAS LAUTAN TBK BULL",,,INDONESIA,"PT BUANA LINTAS LAUTAN TBK BULL",,,INDONESIA,,,,,"BERNHARD SCHULTE SINGAPORE",,SINGAPORE,SINGAPORE,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"HYUNDAI SAMHO HEAVY INDUSTRIES",hseun@hsi.co.kr,SAMHO,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,HYUNDAI,,,"SOUTH KOREA",115000,,,-
"CB CARIBIC",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-11 15:24:00","2d 6h 41m","ROTTERDAM ANCH",NL,,,,,-,,,-,,Laden,"Not in Transit",,255806264,9851713,9.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"HAFNIA HANDY POOL",,,DENMARK,"BUTTNER CARL GMBH & CO KG",,,GERMANY,,,,,"CARL BUTTNER SHIPMANAGEMENT GMBH",mail@carlbuettner.de,,GERMANY,,,,,"JIANGSU HANTONG SHIP HEAVY INDUSTRY",,TONGZHOU,CHINA,"DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,,,,,37822,,,-
TAIMYR,DEPARTURE,Port,SLAVYANKA,RU,RUSKA,"2021-12-11 14:32:00","1d 15h 22m",VLADIVOSTOK,RU,RUVVO,,,,-,,,-,,"Partially Laden","Not in Transit",,273432830,9105140,6.4,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"GOTHIA TANKERS ALLIANCE",,,SWEDEN,"RIGEL SCHIFFAHRTS GMBH & CO KG",quality@rigelhb.com,,GERMANY,,,,,,,,,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"NORDIC YARDS WISMAR",germany@wadanyards.com,WISMAR,GERMANY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN ENERGY SOLUTIONS",,AUGSBURG,GERMANY,17095,,,-
SEAEXPRESS,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-11 13:36:00","20h 15m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,229353000,9344019,10.0,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,,,,,"THENAMARIS SHIPS MANAGEMENT INC",,ATHENS,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"SHIN KURUSHIMA HASHIHAMA DOCKYARD",webmaster@skdy.co.jp,HASHIHAMA,JAPAN,"NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,MITSUI,,,JAPAN,45976,,,-
JEMMA,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-11 13:33:00","2d 12h 22m",CONSTANTA,RO,ROCND,,,,-,,,-,,Laden,"Not in Transit",,248337000,9384095,10.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PONTOS MARINE INC",,,GREECE,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,,,,,"ANCORA INVESTMENT TRUST INC",ancora@ancora.gr,,GREECE,"STEAMSHIP MUTUAL P & I",duty.team@simsl.com,HAMILTON,BERMUDA,"GUANGZHOU INTERNATIONAL SHIPYARD",gsi@chinagsi.com,GUANGZHOU,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"DALIAN MARINE DIESEL",,DALIAN,CHINA,38402,,,-
ZEYNEP,DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-11 11:28:00","1d 18h 19m","NEW ORLEANS",US,USMSY,,,,-,,,-,,"Partially Laden","Not in Transit",,215542000,9874246,13.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",SUEZMAX,"LMCS MARITIME PRIVATE LTD",,,INDIA,"CINER SHIP MANAGEMENT",,,TURKEY,,,,,"CINER SHIP MANAGEMENT",,,TURKEY,,,,,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,158060,,,-
AEGEAS,DEPARTURE,Port,TUAPSE,RU,RUTUA,"2021-12-11 09:59:00","2d 17h 20m",,,,,,,-,,,-,,Laden,"In Transit",,636014902,9315800,10.0,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,"TSAKOS ENERGY NAVIGATION LTD TEN",ten@tenn.gr,ATHENS,GREECE,,,,,"TSAKOS COLUMBIA SHIPMANAGEMENT",shipmgrs@tcsm.gr,,GREECE,"UK P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",39378,,,-
GARMONIA,DEPARTURE,Port,TUAPSE,RU,RUTUA,"2021-12-11 07:42:00","8h 39m","SULINA ANCH",RO,,,,,-,,,-,,Laden,"Not in Transit",,273358450,9616955,3.9,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"HAICHUAN SHIPYARD",,YANGZHOU,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7431,,,-
ELEKTRA,DEPARTURE,Port,YEYSK,RU,RUYEY,"2021-12-11 02:30:00","1d 11h 3m","KAVKAZ ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273315050,9376608,3.8,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"KRASNOYE SORMOVO SHIPYARD",krsormovo@mnpglobal.com,"NIZHNIY NOVGOROD",RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,5600,,,-
"YURIY KUCHIEV",DEPARTURE,Port,SABETTA,RU,RUSAB,"2021-12-11 02:16:00","1d 2h ","SABETTA ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,209508000,9804033,12.2,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",HANDYMAX/MR,"YAMAL LNG OAO",,,RUSSIA,"DYNACOM TANKERS MANAGEMENT LTD DTM",marine@dynacomtm.com,,GREECE,,,,,"DYNACOM TANKERS MANAGEMENT LTD DTM",marine@dynacomtm.com,,GREECE,,,,,,,,,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,,,,,52292,,,-
"VF TANKER 20",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2021-12-11 00:58:00","1d 19h ","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,273358390,9645097,3.9,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7031,,,-
"BUKHTA GERTNERA",DEPARTURE,Port,MAGADAN,RU,RUGDX,"2021-12-11 00:41:00","1d 2h 39m","MAGADAN ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273218180,9183829,8.6,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"TEKHNOTEK LLC",,,RUSSIA,,,,,"TRANSOIL CO LTD OOO TRANSOIL",,,RUSSIA,"NORTH OF ENGLAND P & I ASSOCIATION",,"NEWCASTLE UPON TYNE",U.K.,"GDYNIA SHIPYARD",mm@stocznia.gdynia.pl,GDYNIA,POLAND,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,CEGIELSKI,,POZNAN,POLAND,21852,,,-
"VF TANKER 15",DEPARTURE,Port,"ST PETERSBURG",RU,RULED,"2021-12-11 00:37:00","1d 4h 20m","SILLAMAE ANCH",EE,,,,,-,,,-,,Laden,"Not in Transit",,273353180,9645047,4.3,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,"VF TANKER LTD",sea@vftanker.ru,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"OKA SHIPYARD",oka@sandy.ru,NAVASHINO,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7026,,,-
"STI WEMBLEY",DEPARTURE,Port,PRIMORSK,RU,RUPRI,"2021-12-10 23:30:00","1d 6h 15m",GDYNIA,PL,PLGDY,,,,-,,,-,,Laden,"Not in Transit",,538005404,9691735,11.3,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"TOTAL GROUP CIE FRANCAISE DES PETROLES",,,FRANCE,"ORIENTAL FLEET TANKER 10 LTD",,MONACO,MONACO,"COSCO SHIPPING FINANCIAL CO LTD",,,CHINA,"CLAUSPETER OFFEN TANKSCHIFFREEDEREI GMBH & CO",,,GERMANY,"STANDARD P & I CLUB",,LONDON,U.K.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","DET NORSKE VERITAS GERMANISCHER LLOYD",iacs@dnvgl.com,OSLO,NORWAY,HYUNDAI,,,"SOUTH KOREA",38734,,,-
"NIKOLAY VELIKIY",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 23:12:00","2d 1h 54m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273427090,9766085,6.9,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"INTERBUNKER ASSETS LTD",,,CYPRUS,"INTERBUNKER ASSETS LTD",,,CYPRUS,,,,,"INMORTERMINAL LLC",,,RUSSIA,,,,,"SHEN FEI SHIPBUILDING",,RONGCHENG,CHINA,"BUREAU VERITAS",veristarinfo@bureauveritas.com,PARIS,FRANCE,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",6166,,,-
"SVL UNITY",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 22:42:00","22h 7m","BOURGAS ANCH",BG,,,,,-,,,-,,Laden,"Not in Transit",,273337080,9655470,4.0,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"SVL MARINE TRANSIT SERVICES LLC",,,RUSSIA,"SVL MARINE TRANSIT SERVICES LLC",,,RUSSIA,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"KHERSON SHIPYARD",,KHERSON,UKRAINE,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,7023,,,-
"CARINA VOYAGER",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 21:00:00","16h 35m","NOVOROSSIYSK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,311000953,9897834,12.0,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"CHEVRON CORP",,,U.S.A.,"HONOUR MARINE CO LTD",,PIRAEUS,GREECE,,,,,"CHEVRON TRANSPORT CORPORATION LTD",,,BERMUDA,,,,,"DAEHAN SHIPBUILDING",marketing@daehanship.com,HWAWONMYUN,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,,,,,115590,,,-
ATLANTICOS,DEPARTURE,Port,VLADIVOSTOK,RU,RUVVO,"2021-12-10 20:18:00","3d 8h 14m","SLAVYANKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,538008813,9282986,9.1,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,,,,,"SALMAR SHIPPING",ops@salmar.gr,,GREECE,"AMERICAN STEAMSHIP OWNER P & I ASSOCIATION",info@american-club.com,"NEW YORK NY",U.S.A.,"HYUNDAI MIPO DOCKYARD",sales@hmd.co.kr,ULSAN,"SOUTH KOREA","NIPPON KAIJI KYOKAI",svd@classnk.or.jp,TOKYO,JAPAN,"HYUNDAI HEAVY INDUSTRIES CO LTD",choyc@hhi.co.kr,ULSAN,"SOUTH KOREA",37106,,,-
ASTANA,DEPARTURE,"Offshore Terminal","YURI KORCHAGIN",RU,,"2021-12-10 19:52:00","19h 59m","SANGACHAL ANCH",AZ,,,,,-,,,-,,Laden,"Not in Transit",,436000393,9323091,6.5,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"KAZMORTRANSFLOT KMTF",info@kmtf.kz,,KAZAKHSTAN,"KAZMORTRANSFLOT KMTF",info@kmtf.kz,,KAZAKHSTAN,,,,,,,,,"STANDARD P & I CLUB",,LONDON,U.K.,"VYBORG SHIPYARD",mail@vyborgshipyard.ru,VYBORG,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,BMZ,,BRYANSK,RUSSIA,12368,,,-
"CSK VANGUARD",DEPARTURE,Port,KOZMINO,RU,RUKOZ,"2021-12-10 19:43:00","1d 10h 58m","YEOSU ANCH",KR,,,,,-,,,-,,Laden,"Not in Transit",,563003300,9728423,13.9,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,UNIPEC,,,CHINA,"TAI CHONG CHEANG STEAMSHIP CO HK",,,"HONG KONG (CHINA)",,,,,"TAI CHONG CHEANG STEAMSHIP CO HK",,,"HONG KONG (CHINA)","ASSURANCEFORENINGEN GARD NORWAY",companymail@gard.no,ARENDAL,NORWAY,"NAMURA SHIPBUILDING",Administration_Dept@namura.co.jp,IMARI,JAPAN,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,MITSUI,,,JAPAN,114667,,,-
"SCF USSURI",DEPARTURE,Port,UST-LUGA,RU,RUULU,"2021-12-10 17:13:00","5d 3h 33m","ANTWERP ANCH",BE,,,,,-,,,-,,Laden,"Not in Transit",,636017647,9384306,11.9,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYMAX/MR,SOVCOMFLOT,,,RUSSIA,SOVCOMFLOT,,,RUSSIA,,,,,"SCF MANAGEMENT SERVICES DUBAI LTD",,,"UNITED ARAB EMIRATES","ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"STX OFFSHORE & SHIPBUILDING JINHAE SHIPYARD",sales@onestx.com,JINHAE,"SOUTH KOREA","LLOYDS REGISTER OF SHIPPING",Lloydsreg@lr.org,LONDON,U.K.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",50923,,,-
"SANAR 2",DEPARTURE,Port,AZOV,RU,RUAZO,"2021-12-10 15:12:00",51m,"KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273433590,9328663,3.8,,LOAD,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"YUG RUSI  GOLDEN GRAIN CO LTD",,,RUSSIA,"YUG RUSI  GOLDEN GRAIN CO LTD",,,RUSSIA,,,,,,,,,,,,,"VOLGOGRAD SHIPBUILDING",vsp@vlink.ru,VOLGOGRAD,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"WARTSILA FINLAND",,HELSINKI,FINLAND,5404,,,-
TAURUS,DEPARTURE,Port,VOSTOCHNYY,RU,RUVYP,"2021-12-10 14:50:00","7h 8m","SLAVYANKA ANCH",RU,,,,,-,,,-,,"Partially Laden","Not in Transit",,273350980,9038969,6.2,,NONE,,,,,,Tanker,"Oil/Chemical Tanker","WET BULK",HANDYSIZE,"PIETRO BARBARO GROUP",,,ITALY,"PIETRO BARBARO GROUP",,,ITALY,,,,,,,,,"UK P & I CLUB",,LONDON,U.K.,"LOLAND VERFT",,"LEIRVIK I SOGN",NORWAY,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"KRUPP MAK",,,GERMANY,10908,,,-
"CLEAN NIRVANA",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 14:03:00","1d 17h 15m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,565556000,9308168,12.8,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",HANDYMAX/MR,"HEIDMAR INC",,,U.S.A.,"UNKNOWN GREEKS",,,GREECE,,,,,"BERNHARD SCHULTE SINGAPORE",,SINGAPORE,SINGAPORE,"UK P & I CLUB",,LONDON,U.K.,"SHINASB YARD",sas@isis.co.kr,TONGYOUNG,"SOUTH KOREA","AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"STX HEAVY INDUSTRIES",,CHANGWON,"SOUTH KOREA",52000,,,-
"STEALTH HARALAMBOS",DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 09:54:00","1d 4h 23m","DARDANELES WAIT AREA",TR,,,,,-,,,-,,Laden,"Not in Transit",,538009175,9386536,12.5,,LOAD,,,,,,Tanker,"Crude Oil Tanker","WET BULK",AFRAMAX/LR2,"SIGNAL PROJECTS LTD",,,GREECE,"STEALTH MARITIME CORP SA",maritime@stealth.gr,ATHENS,GREECE,,,,,"SIGNAL MARITIME",,,GREECE,"STANDARD P & I CLUB",,LONDON,U.K.,"NEW TIMES SHIPBUILDING",business@ntship.com.cn,JINGJIANG,CHINA,"AMERICAN BUREAU OF SHIPPING",abs-worldhq@eagle.org,"HOUSTON TX",U.S.A.,"DOOSAN ENGINE",,SEOUL,"SOUTH KOREA",113021,,,-
"ALEKSANDR SHEMAGIN",DEPARTURE,Port,TEMRYUK,RU,RUTMR,"2021-12-10 08:52:00","2d 2h 33m","TEMRYUK ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273352260,9612909,4.1,,LOAD,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"MOSCOW RIVER SHIPPING CO",reception@mosrp.ru,,RUSSIA,"GAZTECH LEASING",,,RUSSIA,,,,,,,,,"THE SHIP OWNERS MUTUAL P & I ASSOCIATION",info@shipownersclub.com,LONDON,U.K.,"NOBEL SHIPYARD",market.nobel@mail.ru,RYBINSK,RUSSIA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"MAN DIESEL  TURBO",,,GERMANY,6613,,,-
AVIOR,DEPARTURE,Port,NOVOROSSIYSK,RU,RUNVS,"2021-12-10 08:00:00","13h 29m","KAVKAZ SOUTH ANCH",RU,,,,,-,,,-,,Laden,"Not in Transit",,273415140,9164512,8.9,,NONE,,,,,,Tanker,"Oil Products Tanker","WET BULK",HANDYSIZE,"JOINT STOCK CO LUKOIL",,,RUSSIA,"JOINT STOCK CO LUKOIL",,,RUSSIA,,,,,"SEA ENGINEERING LTD ",,,RUSSIA,"ASSURANCEFORENINGEN SKULD NORWAY",osl@skuld.com,OSLO,NORWAY,"JIANGNAN SHIPYARD GROUP",jninfo@jnshipyard.com.cn,SHANGHAI,CHINA,"RUSSIAN MARITIME REGISTER OF SHIPPING",pobox@rs-class.org,ST.PETERSBURG,RUSSIA,"HUDONG HEAVY MACHINERY",web@ahhudong.com,ANHUI,CHINA,13786,,,-
